Entity_A,Entity_B,Type,Score
THO3,PEX7,protein-protein,0.74
THO3,APRF1,protein-protein,0.761
THO3,SPA1,protein-protein,0.771
THO3,SPA2,protein-protein,0.775
THO3,VIP3,protein-protein,0.802
THO3,MCM3,protein-protein,0.901
MCM3,DUT,protein-protein,0.705
MCM3,PCNA,protein-protein,0.978
RIN1,DDB1A,protein-protein,0.651
ATXR6,PCNA,protein-protein,0.474
LWD1,VIP3,protein-protein,0.55
LWD1,RCE1,protein-protein,0.596
LWD1,DDB1A,protein-protein,0.775
APRF1,DDB1A,protein-protein,0.72
APRF1,SPA1,protein-protein,0.72
APRF1,VPS15,protein-protein,0.72
APRF1,SPA2,protein-protein,0.72
APRF1,PEX7,protein-protein,0.773
APRF1,VIP3,protein-protein,0.826
VPS15,VIP3,protein-protein,0.72
VPS15,PEX7,protein-protein,0.721
VPS15,DDB1A,protein-protein,0.727
VPS15,SPA1,protein-protein,0.728
VPS15,SPA2,protein-protein,0.73
DDB1A,PCNA,protein-protein,0.627
DDB1A,RCE1,protein-protein,0.714
DDB1A,PEX7,protein-protein,0.729
DDB1A,TTG1,protein-protein,0.775
DDB1A,SPA2,protein-protein,0.803
DDB1A,SPA1,protein-protein,0.895
DDB1A,VIP3,protein-protein,0.917
RCE1,TTG1,protein-protein,0.608
SPA1,PEX7,protein-protein,0.72
SPA1,VIP3,protein-protein,0.736
SPA1,SPA2,protein-protein,0.938
VIP3,PEX7,protein-protein,0.757
VIP3,SPA2,protein-protein,0.77
SPA2,PEX7,protein-protein,0.72
VIP2,ATXR3,protein-protein,0.44
VIP2,PRP19B,protein-protein,0.476
VIP2,ARP6,protein-protein,0.486
VIP2,SR45,protein-protein,0.497
VIP2,PHYB,protein-protein,0.503
VIP2,RAT5,protein-protein,0.526
VIP2,RBX1A,protein-protein,0.526
VIP2,GI,protein-protein,0.541
VIP2,PHYA,protein-protein,0.557
VIP2,FES1,protein-protein,0.599
VIP2,ELF3,protein-protein,0.6
VIP2,ATCSA-1,protein-protein,0.623
VIP2,DDB1A,protein-protein,0.695
VIP2,VIP3,protein-protein,0.996
MSI4,SPA3,protein-protein,0.403
MSI4,SR45,protein-protein,0.433
MSI4,TUBB2,protein-protein,0.459
MSI4,SPY,protein-protein,0.576
MSI4,ELF3,protein-protein,0.689
MSI4,PCFS4,protein-protein,0.716
PRP19B,APRR1,protein-protein,0.41
ELF3,SPY,protein-protein,0.445
ELF3,PIE1,protein-protein,0.518
ELF3,SPA2,protein-protein,0.593
ELF3,SPA3,protein-protein,0.682
ELF3,DET1,protein-protein,0.757
ELF3,SPA1,protein-protein,0.84
ELF3,RUP2,protein-protein,0.84
ELF3,LWD1,protein-protein,0.845
ELF3,HDA9,protein-protein,0.865
ELF3,ADO3,protein-protein,0.887
ELF3,PHYA,protein-protein,0.903
ELF3,LHY,protein-protein,0.962
ELF3,APRR1,protein-protein,0.989
ELF3,GI,protein-protein,0.996
ELF3,PHYB,protein-protein,0.998
PHYA,LWD1,protein-protein,0.487
PHYA,DDB1A,protein-protein,0.487
PHYA,SPY,protein-protein,0.502
PHYA,RUP2,protein-protein,0.717
PHYA,SPA2,protein-protein,0.792
PHYA,SPA3,protein-protein,0.889
PHYA,SPA1,protein-protein,0.962
PHYB,RUP2,protein-protein,0.421
PHYB,HDA9,protein-protein,0.454
PHYB,SPY,protein-protein,0.485
PHYB,ARP6,protein-protein,0.688
PHYB,SPA2,protein-protein,0.725
PHYB,SPA3,protein-protein,0.761
PHYB,SPA1,protein-protein,0.98
DET1,HDA9,protein-protein,0.511
DET1,SPA2,protein-protein,0.544
DET1,SPA3,protein-protein,0.572
DET1,THO6,protein-protein,0.598
DET1,SPA1,protein-protein,0.838
DET1,ATCSA-1,protein-protein,0.9
DET1,RUP2,protein-protein,0.911
DET1,RBX1A,protein-protein,0.97
DET1,DDB2,protein-protein,0.99
DET1,DDB1A,protein-protein,0.997
PCFS4,SR45,protein-protein,0.561
PCFS4,THO6,protein-protein,0.697
PCFS4,THO3,protein-protein,0.789
PRL1,SR45,protein-protein,0.428
TUBB2,RIN1,protein-protein,0.438
TUBB2,ARP4,protein-protein,0.463
TUBB2,DUT,protein-protein,0.568
LHY,SPA2,protein-protein,0.459
LHY,SPY,protein-protein,0.525
LHY,SPA1,protein-protein,0.764
LHY,LWD1,protein-protein,0.86
HDA9,APRR1,protein-protein,0.453
HDA9,GI,protein-protein,0.46
SPY,ADO3,protein-protein,0.544
SPY,APRR1,protein-protein,0.678
SPY,GI,protein-protein,0.825
ADO3,SPA3,protein-protein,0.598
ADO3,SPA2,protein-protein,0.638
ADO3,LWD1,protein-protein,0.72
ADO3,SPA1,protein-protein,0.806
RUP2,GI,protein-protein,0.9
SPA3,DDB1A,protein-protein,0.468
SPA3,SPA2,protein-protein,0.475
SPA3,APRR1,protein-protein,0.486
SPA3,SPA1,protein-protein,0.547
APRR1,LWD1,protein-protein,0.826
APRR1,SPA1,protein-protein,0.839
LWD1,GI,protein-protein,0.737
GI,SPA1,protein-protein,0.765
SMG7,KU70,protein-protein,0.686
SMG7,KU80,protein-protein,0.714
PA200,NRPE1,protein-protein,0.579
GPX2,MRG1,protein-protein,0.688
GPX1,MRG1,protein-protein,0.688
GPX8,MRG1,protein-protein,0.688
MRG1,SUVR3,protein-protein,0.409
SWC6,ATXR6,protein-protein,0.519
PKL,SUVR3,protein-protein,0.454
NRPE7,TAF1,protein-protein,0.714
NRPE7,TAF7,protein-protein,0.754
TAF7,TAF14B,protein-protein,0.664
TAF7,NRPB12,protein-protein,0.711
TAF7,NRPB2,protein-protein,0.736
TAF7,NRPD2,protein-protein,0.736
TAF7,NRPB5A,protein-protein,0.742
TAF7,NRPE5A,protein-protein,0.742
TAF7,NRPE5C,protein-protein,0.742
TAF7,NRPD7,protein-protein,0.754
TAF7,NRPB10,protein-protein,0.878
TAF7,NRPB6A,protein-protein,0.879
TAF7,NRPB8A,protein-protein,0.88
TAF7,NRPB9A,protein-protein,0.882
TAF7,NRPB3,protein-protein,0.913
TAF7,NRPD3B,protein-protein,0.913
TAF7,NRPB11,protein-protein,0.955
TAF7,NRPB4,protein-protein,0.967
TAF7,RAP74,protein-protein,0.982
TAF7,TAF12B,protein-protein,0.997
TAF7,TAF6,protein-protein,0.998
TAF7,TAF1,protein-protein,0.999
TAF7,TAF2,protein-protein,0.999
TAF7,TAF10,protein-protein,0.999
TAF7,TAF5,protein-protein,0.999
TAF7,TAF13,protein-protein,0.999
TAF7,TAF4B,protein-protein,0.999
SWC2,RIN2,protein-protein,0.599
SWC2,UCH2,protein-protein,0.901
TAF4B,TAF1,protein-protein,0.993
TAF10,TAF1,protein-protein,0.999
UCH2,INO80,protein-protein,0.624
UCH2,SWC4,protein-protein,0.9
UCH2,SWC6,protein-protein,0.9
UCH2,TAF14B,protein-protein,0.903
UCH2,PIE1,protein-protein,0.918
UCH2,ARP6,protein-protein,0.924
UCH2,ARP9,protein-protein,0.925
UCH2,ARP5,protein-protein,0.928
UCH2,ARP4,protein-protein,0.971
UCH2,RIN1,protein-protein,0.987
NRPB4,TAF1,protein-protein,0.878
NRPB8A,TAF1,protein-protein,0.776
NRPB5A,ABH1,protein-protein,0.601
NRPB5A,TAF1,protein-protein,0.711
NRPB2,TAF1,protein-protein,0.7
NRPB2,ABH1,protein-protein,0.702
BSH,TAF14B,protein-protein,0.499
NRPB11,TAF1,protein-protein,0.839
NRPB3,ABH1,protein-protein,0.798
NRPB3,TAF1,protein-protein,0.812
NRPD3B,ABH1,protein-protein,0.798
NRPD3B,TAF1,protein-protein,0.812
NRPB9A,TAF1,protein-protein,0.775
TAF13,TAF1,protein-protein,0.997
TAF5,TAF1,protein-protein,0.998
ARP4,RIN2,protein-protein,0.431
FES1,TAF14B,protein-protein,0.435
NRPD7,TAF1,protein-protein,0.714
NRPB10,TAF1,protein-protein,0.772
ARP6,INO80,protein-protein,0.749
TAF2,ABH1,protein-protein,0.438
TAF2,TAF1,protein-protein,0.999
TAF1,INO80,protein-protein,0.413
TAF1,NRPB12,protein-protein,0.587
TAF1,NRPD2,protein-protein,0.691
TAF1,NRPE5C,protein-protein,0.708
TAF1,NRPE5A,protein-protein,0.708
TAF1,NRPB6A,protein-protein,0.783
TAF1,TAF14B,protein-protein,0.85
TAF1,RAP74,protein-protein,0.976
TAF1,TAF12B,protein-protein,0.995
TAF1,TAF6,protein-protein,0.996
INO80,TAF14B,protein-protein,0.821
RIN2,TAF14B,protein-protein,0.482
RIN2,SWC4,protein-protein,0.544
RIN2,RIN1,protein-protein,0.554
ARP5,TAF14B,protein-protein,0.65
TAF14B,ABH1,protein-protein,0.425
TAF14B,GI,protein-protein,0.546
TAF14B,ARP9,protein-protein,0.702
SWC6,ARP9,protein-protein,0.688
NRPB6A,ABH1,protein-protein,0.758
NRPD2,ABH1,protein-protein,0.702
ABH1,RAP74,protein-protein,0.931
NUA,ARP4,protein-protein,0.445
NUA,NUP85,protein-protein,0.915
ARPC2B,ARP6,protein-protein,0.657
ARPC4,ARP6,protein-protein,0.667
UCH2,RAD23C,protein-protein,0.486
UCH2,RAD23B,protein-protein,0.487
UCH2,RAD23D,protein-protein,0.493
UCH2,ARF7,protein-protein,0.679
BRR2B,MCM7,protein-protein,0.403
BRR2B,DDB1A,protein-protein,0.511
BRR2B,ARP4,protein-protein,0.521
ARPC1A,ARP6,protein-protein,0.683
TUBB1,RIN1,protein-protein,0.438
TUBB1,ARP4,protein-protein,0.447
TUBB1,MCM7,protein-protein,0.593
TUBB1,TUBA3,protein-protein,0.711
GAPB,ARP4,protein-protein,0.457
MCM7,NUP85,protein-protein,0.435
MCM7,RBX1A,protein-protein,0.624
MCM7,RFC3,protein-protein,0.977
ISPD,RBX1A,protein-protein,0.446
ISPD,DDB2,protein-protein,0.473
ISPD,RIN1,protein-protein,0.475
ISPD,DDB1A,protein-protein,0.477
ISPD,ARP9,protein-protein,0.499
ISPD,RAD23D,protein-protein,0.558
ISPD,RAD23C,protein-protein,0.558
ISPD,RAD23B,protein-protein,0.559
ISPD,ARP4,protein-protein,0.581
ISPD,RAD4,protein-protein,0.907
ARF7,DDB2,protein-protein,0.407
ARF7,RBX1A,protein-protein,0.487
ARF7,INO80,protein-protein,0.511
ARF7,PIE1,protein-protein,0.592
ARF7,PKL,protein-protein,0.62
ARF7,RAD4,protein-protein,0.647
ARF7,ARP4,protein-protein,0.783
ARF7,ARP5,protein-protein,0.809
ARF7,RIN1,protein-protein,0.856
ARF7,ARP9,protein-protein,0.858
BSH,RAD4,protein-protein,0.512
ARPC3,ARP6,protein-protein,0.804
NRPB3,RBX1A,protein-protein,0.765
NRPB3,DDB1A,protein-protein,0.852
NRPD3B,RBX1A,protein-protein,0.765
NRPD3B,DDB1A,protein-protein,0.852
UPM1,ARP4,protein-protein,0.521
TUBA3,ARP4,protein-protein,0.451
TUBA3,TUBB2,protein-protein,0.8
BRM,PKL,protein-protein,0.552
FY,DDB1A,protein-protein,0.415
FY,RFC3,protein-protein,0.554
FY,NUP85,protein-protein,0.609
DDB2,RCCR,protein-protein,0.473
DDB2,ARP9,protein-protein,0.484
DDB2,RAD23C,protein-protein,0.856
DDB2,RAD23D,protein-protein,0.877
DDB2,RAD4,protein-protein,0.968
RAD23D,RIN2,protein-protein,0.413
RAD23D,ARP4,protein-protein,0.436
RAD23D,RIN1,protein-protein,0.451
RAD23D,ARP9,protein-protein,0.455
RAD23D,ARP5,protein-protein,0.467
RAD23D,RCCR,protein-protein,0.558
RAD23D,DDB1A,protein-protein,0.76
RAD23D,RBX1A,protein-protein,0.768
RAD23D,RAD4,protein-protein,0.991
RAD23C,RIN2,protein-protein,0.413
RAD23C,ARP4,protein-protein,0.448
RAD23C,RIN1,protein-protein,0.448
RAD23C,ARP9,protein-protein,0.455
RAD23C,ARP5,protein-protein,0.467
RAD23C,RCCR,protein-protein,0.559
RAD23C,RBX1A,protein-protein,0.769
RAD23C,DDB1A,protein-protein,0.771
RAD23C,RAD4,protein-protein,0.991
RAD23B,RIN2,protein-protein,0.413
RAD23B,ARP9,protein-protein,0.455
RAD23B,RCCR,protein-protein,0.558
RAD23B,DDB1A,protein-protein,0.753
RAD23B,RBX1A,protein-protein,0.77
RAD23B,RAD4,protein-protein,0.993
ARP4,NUP85,protein-protein,0.415
ARP4,RFC3,protein-protein,0.488
ARP4,RCCR,protein-protein,0.581
ARP4,RAD4,protein-protein,0.642
RCCR,RBX1A,protein-protein,0.446
RCCR,RIN1,protein-protein,0.475
RCCR,DDB1A,protein-protein,0.477
RCCR,ARP9,protein-protein,0.499
RCCR,RAD4,protein-protein,0.907
ARP6,ARPC5A,protein-protein,0.672
ARP6,ARPC2A,protein-protein,0.729
NUP85,RFC3,protein-protein,0.455
INO80,DDB1A,protein-protein,0.402
INO80,RAD4,protein-protein,0.502
INO80,RAT5,protein-protein,0.63
RFC3,RBX1A,protein-protein,0.718
RFC3,DDB1A,protein-protein,0.776
RAD4,PKL,protein-protein,0.404
RAD4,ARP9,protein-protein,0.657
RAD4,ARP5,protein-protein,0.66
RAD4,RIN1,protein-protein,0.685
RAD4,RBX1A,protein-protein,0.813
RAD4,DDB1A,protein-protein,0.856
RBX1A,ARP9,protein-protein,0.573
ARP5,DDB1A,protein-protein,0.617
ARP5,PKL,protein-protein,0.644
PKL,SWI3C,protein-protein,0.602
BRM,PHO1,protein-protein,0.416
BRM,ATXR5,protein-protein,0.55
SWC2,DRD1,protein-protein,0.434
SWC2,SKIP,protein-protein,0.524
SKIP,SWC4,protein-protein,0.478
SWC4,PSL4,protein-protein,0.444
SWC4,DRD1,protein-protein,0.507
ARP5,DRD1,protein-protein,0.638
RIN1,DRD1,protein-protein,0.632
LIS,SWI3C,protein-protein,0.405
LIS,ATG5,protein-protein,0.546
RPS10,SWI3C,protein-protein,0.431
ARP,SWI3C,protein-protein,0.418
ARP,ARP5,protein-protein,0.54
SWI3B,ATG5,protein-protein,0.42
SWI3B,SUVH9,protein-protein,0.581
SWI3D,SUVH9,protein-protein,0.857
SPY,SWI3C,protein-protein,0.413
ATG5,SWI3C,protein-protein,0.432
SUVH9,SWI3C,protein-protein,0.724
NRPA2,NF-YB11,protein-protein,0.593
NRPA2,DDB1A,protein-protein,0.653
NRPC1,PKL,protein-protein,0.406
NRPC1,PIE1,protein-protein,0.423
NRPC1,HAG1,protein-protein,0.466
NRPC1,NRPB11,protein-protein,0.579
NRPC1,NRPD1,protein-protein,0.704
NRPC1,NRPB4,protein-protein,0.731
NRPC1,NRPE1,protein-protein,0.869
NRPC1,NRPB5A,protein-protein,0.985
NRPC1,NRPB8A,protein-protein,0.996
NRPC1,NRPB10,protein-protein,0.997
NRPC2,DDB1A,protein-protein,0.651
HY5,ARF19,protein-protein,0.429
HY5,DDB1A,protein-protein,0.602
HY5,HDA9,protein-protein,0.674
NRPB4,DDB1A,protein-protein,0.938
NRPB8A,NF-YB11,protein-protein,0.531
NRPB8A,DDB1A,protein-protein,0.854
NRPB5A,NF-YB11,protein-protein,0.41
NRPB5A,ARF7,protein-protein,0.525
NRPB5A,DDB1A,protein-protein,0.708
PHYB,GA3OX1,protein-protein,0.785
FAD2,PKL,protein-protein,0.452
ARF7,IAA14,protein-protein,0.997
IAA14,PKL,protein-protein,0.527
IAA14,GA3OX1,protein-protein,0.544
IAA14,ARF19,protein-protein,0.988
NRPB11,DDB1A,protein-protein,0.934
GA3OX1,PKL,protein-protein,0.431
GA3OX1,ABI5,protein-protein,0.773
NRPB3,NF-YB11,protein-protein,0.618
NRPD3B,NF-YB11,protein-protein,0.618
PIE1,NF-YB11,protein-protein,0.435
NRPB10,NF-YB11,protein-protein,0.497
NRPB10,DDB1A,protein-protein,0.851
ARF19,PKL,protein-protein,0.451
ARF19,HAG1,protein-protein,0.477
HAG1,NF-YB11,protein-protein,0.423
NRPB6A,DDB1A,protein-protein,0.852
FIE,SUVR3,protein-protein,0.747
DDB1A,NF-YB11,protein-protein,0.744
PCNA,NF-YB11,protein-protein,0.809
PKL,NF-YB11,protein-protein,0.437
BARD1,RPN11,protein-protein,0.484
BARD1,UCH2,protein-protein,0.711
KIN12E,SPY,protein-protein,0.437
KIN12E,SEC,protein-protein,0.437
KIN12E,KIN12D,protein-protein,0.662
KIN12E,UCH2,protein-protein,0.697
KIN12E,KIN12B,protein-protein,0.729
KIN12E,KIN12F,protein-protein,0.763
PA200,GLPK,protein-protein,0.452
PA200,DSK2B,protein-protein,0.461
PA200,AMSH2,protein-protein,0.464
PA200,AMSH3,protein-protein,0.475
PA200,AMSH1,protein-protein,0.482
PA200,RAD23D,protein-protein,0.578
PA200,RAD23B,protein-protein,0.634
PA200,RPN1B,protein-protein,0.664
PA200,RPN9B,protein-protein,0.674
PA200,RAD23C,protein-protein,0.677
PA200,RPN12A,protein-protein,0.696
PA200,RPN8A,protein-protein,0.747
PA200,RPN2A,protein-protein,0.772
PA200,RPT5A,protein-protein,0.774
PA200,UCH2,protein-protein,0.783
PA200,RPT2A,protein-protein,0.788
PA200,RPT4A,protein-protein,0.794
PA200,RPT6A,protein-protein,0.799
PA200,RPT6B,protein-protein,0.805
PA200,RPT2B,protein-protein,0.805
PA200,RPN5A,protein-protein,0.84
PA200,RPT4B,protein-protein,0.842
PA200,RPN1A,protein-protein,0.868
PA200,RPN7,protein-protein,0.943
PA200,RPN6,protein-protein,0.95
PA200,PBC1,protein-protein,0.95
PA200,RPN11,protein-protein,0.952
PA200,PAC1,protein-protein,0.954
PA200,PBB2,protein-protein,0.959
PA200,PAD1,protein-protein,0.961
PA200,PBB1,protein-protein,0.961
PA200,PAF2,protein-protein,0.965
PA200,PBD1,protein-protein,0.967
PA200,PAA1,protein-protein,0.972
PA200,RPN13,protein-protein,0.987
PA200,PBF1,protein-protein,0.987
PA200,PBG1,protein-protein,0.996
PA200,PAG1,protein-protein,0.998
PA200,PBA1,protein-protein,0.998
PA200,RPN10,protein-protein,0.999
KIN12F,SPY,protein-protein,0.437
KIN12F,SEC,protein-protein,0.437
KIN12F,UCH2,protein-protein,0.697
KIN12F,KIN12D,protein-protein,0.726
KIN12F,KIN12B,protein-protein,0.757
UCH2,UBP2,protein-protein,0.407
UCH2,DSK2B,protein-protein,0.436
UCH2,TRN1,protein-protein,0.445
UCH2,ATM,protein-protein,0.446
UCH2,RUB2,protein-protein,0.459
UCH2,VPS41,protein-protein,0.506
UCH2,HMT-2,protein-protein,0.569
UCH2,GLPK,protein-protein,0.59
UCH2,SRL1,protein-protein,0.616
UCH2,AMSH2,protein-protein,0.634
UCH2,AMSH3,protein-protein,0.68
UCH2,KIN12D,protein-protein,0.697
UCH2,KIN12B,protein-protein,0.697
UCH2,AMSH1,protein-protein,0.701
UCH2,BRCA1,protein-protein,0.711
UCH2,UBP12,protein-protein,0.778
UCH2,UBP13,protein-protein,0.793
UCH2,SEC,protein-protein,0.811
UCH2,SPY,protein-protein,0.834
UCH2,RPT4A,protein-protein,0.881
UCH2,RPT4B,protein-protein,0.886
UCH2,PBB2,protein-protein,0.9
UCH2,PBA1,protein-protein,0.904
UCH2,RPN2A,protein-protein,0.91
UCH2,PBB1,protein-protein,0.917
UCH2,PAD1,protein-protein,0.922
UCH2,RPN1A,protein-protein,0.925
UCH2,RPN1B,protein-protein,0.927
UCH2,PBC1,protein-protein,0.93
UCH2,PAA1,protein-protein,0.933
UCH2,RPT5A,protein-protein,0.937
UCH2,RPT6B,protein-protein,0.94
UCH2,RPT6A,protein-protein,0.94
UCH2,PAC1,protein-protein,0.941
UCH2,RPN9B,protein-protein,0.943
UCH2,PBD1,protein-protein,0.944
UCH2,RPN5A,protein-protein,0.944
UCH2,RPN11,protein-protein,0.946
UCH2,PAF2,protein-protein,0.946
UCH2,RPT2A,protein-protein,0.947
UCH2,RPT2B,protein-protein,0.947
UCH2,RPN8A,protein-protein,0.948
UCH2,RPN12A,protein-protein,0.959
UCH2,PBF1,protein-protein,0.959
UCH2,PBG1,protein-protein,0.973
UCH2,PAG1,protein-protein,0.973
UCH2,RPN7,protein-protein,0.976
UCH2,RPN6,protein-protein,0.978
UCH2,RPN10,protein-protein,0.986
UCH2,RPN13,protein-protein,0.992
PBB1,AMSH2,protein-protein,0.411
PBB1,AMSH3,protein-protein,0.411
PBB1,AMSH1,protein-protein,0.412
PBB1,GLPK,protein-protein,0.413
PBB1,RUB2,protein-protein,0.513
PBB1,PBB2,protein-protein,0.919
PBB1,RPT4A,protein-protein,0.954
PBB1,RPT4B,protein-protein,0.956
PBB1,RPN1B,protein-protein,0.958
PBB1,RPN1A,protein-protein,0.961
PBB1,RPN11,protein-protein,0.969
PBB1,RPN2A,protein-protein,0.977
PBB1,RPN12A,protein-protein,0.979
PBB1,RPN8A,protein-protein,0.979
PBB1,RPN13,protein-protein,0.979
PBB1,RPN5A,protein-protein,0.98
PBB1,RPT2B,protein-protein,0.981
PBB1,RPN9B,protein-protein,0.984
PBB1,RPT6B,protein-protein,0.985
PBB1,RPT6A,protein-protein,0.985
PBB1,RPT5A,protein-protein,0.99
PBB1,RPN6,protein-protein,0.99
PBB1,RPT2A,protein-protein,0.991
PBB1,RPN7,protein-protein,0.994
PBB1,RPN10,protein-protein,0.994
PBB1,PAC1,protein-protein,0.996
PBB1,PBD1,protein-protein,0.997
PBB1,PBC1,protein-protein,0.997
PBB1,PAF2,protein-protein,0.997
PBB1,PAA1,protein-protein,0.998
PBB1,PAD1,protein-protein,0.998
PBB1,PBF1,protein-protein,0.999
PBB1,PAG1,protein-protein,0.999
PBB1,PBA1,protein-protein,0.999
PBB1,PBG1,protein-protein,0.999
PAF2,GLPK,protein-protein,0.407
PAF2,AMSH2,protein-protein,0.411
PAF2,AMSH1,protein-protein,0.411
PAF2,AMSH3,protein-protein,0.411
PAF2,RUB2,protein-protein,0.534
PAF2,DSK2B,protein-protein,0.729
PAF2,RPN11,protein-protein,0.964
PAF2,RPN1A,protein-protein,0.964
PAF2,RPN1B,protein-protein,0.965
PAF2,RPT4A,protein-protein,0.969
PAF2,RPT4B,protein-protein,0.97
PAF2,RPN12A,protein-protein,0.974
PAF2,RPT6A,protein-protein,0.979
PAF2,RPT6B,protein-protein,0.98
PAF2,RPN9B,protein-protein,0.981
PAF2,RPT5A,protein-protein,0.981
PAF2,RPT2B,protein-protein,0.982
PAF2,RPN8A,protein-protein,0.983
PAF2,RPN13,protein-protein,0.983
PAF2,RPN2A,protein-protein,0.984
PAF2,RPN5A,protein-protein,0.987
PAF2,RPT2A,protein-protein,0.99
PAF2,RPN6,protein-protein,0.993
PAF2,RPN7,protein-protein,0.995
PAF2,PBB2,protein-protein,0.997
PAF2,RPN10,protein-protein,0.997
PAF2,PAD1,protein-protein,0.997
PAF2,PBC1,protein-protein,0.998
PAF2,PAC1,protein-protein,0.998
PAF2,PBD1,protein-protein,0.998
PAF2,PAA1,protein-protein,0.998
PAF2,PAG1,protein-protein,0.999
PAF2,PBA1,protein-protein,0.999
PAF2,PBG1,protein-protein,0.999
PAF2,PBF1,protein-protein,0.999
PBD1,GLPK,protein-protein,0.407
PBD1,AMSH3,protein-protein,0.411
PBD1,AMSH2,protein-protein,0.411
PBD1,AMSH1,protein-protein,0.416
PBD1,RAD23B,protein-protein,0.58
PBD1,RAD23C,protein-protein,0.583
PBD1,RAD23D,protein-protein,0.596
PBD1,RUB2,protein-protein,0.616
PBD1,RPT4A,protein-protein,0.955
PBD1,RPN1B,protein-protein,0.958
PBD1,RPN1A,protein-protein,0.958
PBD1,RPT4B,protein-protein,0.96
PBD1,RPN2A,protein-protein,0.98
PBD1,RPN8A,protein-protein,0.98
PBD1,RPN13,protein-protein,0.982
PBD1,RPT5A,protein-protein,0.982
PBD1,RPT6A,protein-protein,0.985
PBD1,RPN9B,protein-protein,0.985
PBD1,RPT6B,protein-protein,0.985
PBD1,RPN5A,protein-protein,0.986
PBD1,RPN12A,protein-protein,0.986
PBD1,RPT2B,protein-protein,0.988
PBD1,RPN11,protein-protein,0.99
PBD1,RPN10,protein-protein,0.992
PBD1,RPN7,protein-protein,0.994
PBD1,RPT2A,protein-protein,0.995
PBD1,RPN6,protein-protein,0.997
PBD1,PBB2,protein-protein,0.997
PBD1,PBC1,protein-protein,0.998
PBD1,PAD1,protein-protein,0.998
PBD1,PAA1,protein-protein,0.998
PBD1,PAG1,protein-protein,0.999
PBD1,PBG1,protein-protein,0.999
PBD1,PAC1,protein-protein,0.999
PBD1,PBA1,protein-protein,0.999
PBD1,PBF1,protein-protein,0.999
PAG1,GLPK,protein-protein,0.409
PAG1,AMSH3,protein-protein,0.411
PAG1,AMSH2,protein-protein,0.411
PAG1,AMSH1,protein-protein,0.415
PAG1,RUB2,protein-protein,0.63
PAG1,DSK2B,protein-protein,0.891
PAG1,RPN1B,protein-protein,0.986
PAG1,RPN1A,protein-protein,0.986
PAG1,RPN9B,protein-protein,0.99
PAG1,RPT4A,protein-protein,0.99
PAG1,RPN12A,protein-protein,0.991
PAG1,RPT4B,protein-protein,0.992
PAG1,RPT6A,protein-protein,0.993
PAG1,RPN11,protein-protein,0.993
PAG1,RPN2A,protein-protein,0.994
PAG1,RPT6B,protein-protein,0.994
PAG1,RPN13,protein-protein,0.995
PAG1,RPN8A,protein-protein,0.995
PAG1,RPT5A,protein-protein,0.995
PAG1,RPN5A,protein-protein,0.995
PAG1,RPT2B,protein-protein,0.997
PAG1,RPT2A,protein-protein,0.998
PAG1,PBG1,protein-protein,0.999
PAG1,PAC1,protein-protein,0.999
PAG1,PBA1,protein-protein,0.999
PAG1,RPN6,protein-protein,0.999
PAG1,PBC1,protein-protein,0.999
PAG1,PAA1,protein-protein,0.999
PAG1,PAD1,protein-protein,0.999
PAG1,RPN10,protein-protein,0.999
PAG1,PBB2,protein-protein,0.999
PAG1,RPN7,protein-protein,0.999
PAG1,PBF1,protein-protein,0.999
RPN8A,RIN1,protein-protein,0.468
RPN8A,GLPK,protein-protein,0.519
RPN8A,DSK2B,protein-protein,0.519
RPN8A,RUB2,protein-protein,0.551
RPN8A,RAD23C,protein-protein,0.609
RPN8A,RAD23D,protein-protein,0.615
RPN8A,RAD23B,protein-protein,0.619
RPN8A,RPT4B,protein-protein,0.974
RPN8A,PBB2,protein-protein,0.979
RPN8A,RPN1B,protein-protein,0.984
RPN8A,PAA1,protein-protein,0.986
RPN8A,RPN1A,protein-protein,0.987
RPN8A,RPN12A,protein-protein,0.988
RPN8A,PBC1,protein-protein,0.988
RPN8A,PAC1,protein-protein,0.992
RPN8A,RPN11,protein-protein,0.993
RPN8A,RPN9B,protein-protein,0.993
RPN8A,RPT4A,protein-protein,0.994
RPN8A,PBA1,protein-protein,0.994
RPN8A,RPN13,protein-protein,0.995
RPN8A,PBF1,protein-protein,0.996
RPN8A,RPT6B,protein-protein,0.996
RPN8A,PAD1,protein-protein,0.996
RPN8A,RPN5A,protein-protein,0.997
RPN8A,RPT2B,protein-protein,0.997
RPN8A,PBG1,protein-protein,0.997
RPN8A,RPN7,protein-protein,0.998
RPN8A,RPN2A,protein-protein,0.998
RPN8A,RPT6A,protein-protein,0.998
RPN8A,RPN10,protein-protein,0.999
RPN8A,RPT2A,protein-protein,0.999
RPN8A,RPT5A,protein-protein,0.999
RPN8A,RPN6,protein-protein,0.999
RPN13,RUB2,protein-protein,0.585
RPN13,AMSH3,protein-protein,0.849
RPN13,AMSH2,protein-protein,0.849
RPN13,AMSH1,protein-protein,0.849
RPN13,GLPK,protein-protein,0.856
RPN13,RAD23B,protein-protein,0.965
RPN13,RAD23C,protein-protein,0.967
RPN13,RAD23D,protein-protein,0.967
RPN13,PAA1,protein-protein,0.978
RPN13,PBB2,protein-protein,0.979
RPN13,PBC1,protein-protein,0.98
RPN13,PAD1,protein-protein,0.983
RPN13,DSK2B,protein-protein,0.983
